INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Month,Year,Week
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,2022-12-11,2,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)",December,2022,49
MONTROSE AND WESTERN,1224.0,2400 W MONTROSE AVENUE,2020-11-16,1,1159562.971802959,1929191.337701253,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)",November,2020,47
IRVING PARK AND KEDZIE,1354.0,3200 W IRVING PARK ROAD,2016-10-03,2,1154325.140302006,1926458.463197156,41.954029047,-87.708077494,"(41.95402904691877, -87.70807749383191)",October,2016,40
ROOSEVELT AND KOSTNER,2321.0,1200 S KOSTNER,2018-02-13,2,1147196.304001978,1894305.883269746,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)",February,2018,7
AUSTIN AND ADDISON,1493.0,6000 W ADDISON STREET,2023-08-14,1,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)",August,2023,33
MILWAUKEE AND CENTRAL,3022.0,5232 N MILWAUKEE AVE,2020-02-22,2,1138074.161743901,1934115.431678809,41.975350275,-87.767632985,"(41.97535027477604, -87.76763298459159)",February,2020,8
AUSTIN AND IRVING PARK,1163.0,6000 W IRVING PARK ROAD,2014-10-16,2,1135622.402636023,1926014.192063646,41.953163772,-87.776842593,"(41.95316377185154, -87.77684259284736)",October,2014,42
CERMAK AND PULASKI,2334.0,4000 W CERMAK,2021-04-04,10,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)",April,2021,13
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,2023-03-13,3,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)",March,2023,11
CLARK AND FULLERTON,1631.0,2400 N CLARK ST,2014-10-22,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",October,2014,43
75TH AND STATE,2624.0,1 E 75TH STREET,2023-03-17,24,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)",March,2023,11
OGDEN AND KOSTNER,2223.0,4400 W OGDEN AVENUE,2018-10-16,11,1147406.592439224,1887689.099869462,41.847777523,-87.734505969,"(41.84777752280453, -87.73450596874825)",October,2018,42
KEDZIE AND ARMITAGE,1834.0,3200 W ARMITAGE AVENUE,2014-09-23,5,1154700.851347995,1913153.252187904,41.917511023,-87.707053639,"(41.91751102291878, -87.7070536388797)",September,2014,39
PULASKI AND BELMONT,1382.0,3200 N PULASKI RD,2019-12-15,2,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)",December,2019,50
PERSHING AND WESTERN,2114.0,2400 W PERSHING ROAD,2017-02-05,2,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.82309676016606, -87.68501895061576)",February,2017,5
BELMONT AND KEDZIE,1373.0,3200 W BELMONT,2023-08-29,7,1154461.587940363,1921143.091003516,41.939440561,-87.707718516,"(41.93944056117365, -87.70771851630873)",August,2023,35
DIVERSEY AND WESTERN,1431.0,2800 N WESTERN AVENUE,2018-01-01,4,1159837.205417355,1918550.506189309,41.932216988,-87.688033281,"(41.93221698794738, -87.68803328089533)",January,2018,1
AUSTIN AND ADDISON,1493.0,6000 W ADDISON STREET,2016-03-14,4,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)",March,2016,11
MILWAUKEE AND MONTROSE,1362.0,4400 N MILWAUKEE AVEN,2019-09-20,1,1141643.943268783,1928770.256316239,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)",September,2019,38
NORTHWEST HIGHWAY AND FOSTER,3002.0,5200 N NORTHWEST HWY,2017-12-12,1,1137806.147689466,1934042.034460217,41.975153719,-87.76862036,"(41.975153718866956, -87.76862036015007)",December,2017,50
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,2015-07-20,1,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)",July,2015,30
SACRAMENTO AND CHICAGO,1814.0,3000 W CHICAGO AVENUE,2021-02-04,2,1156075.266375505,1905216.604770718,41.895704525,-87.702218524,"(41.895704524946225, -87.70221852353758)",February,2021,5
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,2017-11-15,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",November,2017,46
WESTERN AND ADDISON,1562.0,3600 N WESTERN AVENUE,2022-07-07,4,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)",July,2022,27
WESTERN AND CHICAGO,1941.0,800 N WESTERN AVE,2020-03-20,1,1160220.967978608,1905277.507115921,41.895786955,-87.686990586,"(41.89578695485361, -87.68699058611217)",March,2020,12
LAWRENCE AND CICERO,1042.0,4800 N CICERO AVENUE,2017-04-05,4,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",April,2017,14
BELMONT AND KEDZIE,1371.0,3200 N KEDZIE AVENUE,2016-02-10,1,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)",February,2016,6
ASHLAND AND 87TH,2454.0,1600 W 87TH ST,2019-05-08,5,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)",May,2019,19
WENTWORTH AND GARFIELD,2264.0,200 W GARFIELD BLVD,2020-06-28,10,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)",June,2020,26
AUSTIN AND ADDISON,1491.0,3600 N AUSTIN AVENUE,2018-04-25,3,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)",April,2018,17
DAMEN AND 63RD,2701.0,6300 S DAMEN AVENUE,2014-10-27,2,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",October,2014,44
ADDISON AND HARLEM,1593.0,7200 W ADDISON,2023-04-13,4,1127417.488447099,1923123.407710965,41.945373358,-87.807070326,"(41.94537335809189, -87.80707032561135)",April,2023,15
ASHLAND AND IRVING PARK,1151.0,4000 N ASHLAND AVENUE,2022-12-22,1,1164899.463802581,1926665.661118925,41.954379326,-87.66919912,"(41.954379326212695, -87.66919911980419)",December,2022,51
99TH AND HALSTED,2431.0,9900 S HALSTED ST,2016-10-12,16,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)",October,2016,41
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,2023-06-15,21,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)",June,2023,24
LAWRENCE AND CICERO,1041.0,4800 N CICERO AVE,2022-11-12,7,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",November,2022,45
CICERO AND FULLERTON,1472.0,2400 N CICERO AVE,2015-11-07,6,1143961.592189569,1915545.343094087,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)",November,2015,45
LASALLE AND KINZIE,1921.0,400 N LASALLE,2022-08-24,8,1175028.579766798,1903002.552291359,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)",August,2022,34
31ST ST AND MARTIN LUTHER KING DRIVE,2123.0,400 E 31ST STREET,2018-12-14,3,1179437.985396417,1884565.84226022,41.838534018,-87.617046113,"(41.838534018118914, -87.61704611345726)",December,2018,50
CICERO AND I55,2252.0,4200 S CICERO AVENUE,2018-02-23,15,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)",February,2018,8
HOMAN/KIMBALL AND NORTH,1773.0,3400 W NORTH AVE,2021-04-08,3,1153386.578905125,1910465.87061722,41.910162847,-87.711953868,"(41.91016284680269, -87.71195386769125)",April,2021,14
PULASKI AND DIVERSEY,1543.0,4000 W DIVERSEY AVENUE,2023-02-23,3,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)",February,2023,8
87TH AND VINCENNES,2412.0,8700 S VINCENNES,2018-11-15,11,1172026.328989535,1847142.496643776,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)",November,2018,46
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,2017-09-07,2,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)",September,2017,36
CENTRAL AND CHICAGO,1972.0,800 N CENTRAL AVENUE,2017-02-21,5,1138836.562608552,1904801.732832435,41.894896579,-87.765543258,"(41.89489657939746, -87.76554325845893)",February,2017,8
LAFAYETTE AND 87TH,2503.0,30 W 87TH STREET,2017-09-03,14,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)",September,2017,35
ASHLAND AND LAWRENCE,1142.0,4800 N ASHLAND AVENUE,2020-07-12,9,1164751.686785145,1932001.206626392,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)",July,2020,28
SACRAMENTO AND CHICAGO,1812.0,800 N SACRAMENTO AVEN,2014-12-11,4,1156039.008141929,1905193.084100581,41.895640714,-87.702352328,"(41.89564071387542, -87.70235232767416)",December,2014,50
RIDGE AND CLARK,1051.0,5930 N CLARK STREET,2020-08-07,2,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)",August,2020,32
LAWRENCE AND WESTERN,1192.0,4800 N WESTERN AVENUE,2015-01-06,2,1159459.622430471,1931821.342623414,41.968640727,-87.689054241,"(41.96864072747715, -87.6890542408374)",January,2015,2
FOSTER AND NORTHWEST HIGHWAY,3003.0,5616 W FOSTER AVE,2020-04-15,4,1137626.093281239,1934273.239128334,41.97579142,-87.769276893,"(41.975791419680704, -87.76927689293382)",April,2020,16
55TH and PULASKI,2244.0,4000 W 55TH ST,2022-06-21,6,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)",June,2022,25
PULASKI AND CHICAGO,1982.0,800 N PULASKI ROAD,2019-02-14,2,1149538.444844035,1905079.034990625,41.895456457,-87.726230541,"(41.895456456825386, -87.72623054051289)",February,2019,7
CENTRAL AND ADDISON,1683.0,5600 W ADDISON STREET,2016-03-25,3,1138349.663302502,1923416.02157061,41.945985104,-87.766879952,"(41.94598510430888, -87.76687995165918)",March,2016,12
CICERO AND DIVERSEY,1694.0,4800 W DIVERSEY AVENUE,2021-08-20,2,1143869.848167704,1918226.043989398,41.93164142,-87.746719911,"(41.93164142040689, -87.7467199106462)",August,2021,33
WESTERN AND ADDISON,1562.0,3600 N WESTERN AVENUE,2019-08-01,6,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)",August,2019,31
ASHLAND AND 95TH,2473.0,1600 W 95TH STREET,2020-01-18,6,1167323.753394196,1841755.029221382,41.721324412,-87.662724153,"(41.721324411975246, -87.66272415265087)",January,2020,3
ASHLAND AND ARCHER,2302.0,3100 S ARCHER AVENUE,2014-08-21,9,1166129.031970482,1884166.613649776,41.837732675,-87.66589445,"(41.83773267497158, -87.66589444999927)",August,2014,34
ELSTON AND IRVING PARK,1502.0,4000 N ELSTON AVENUE,2015-11-21,1,1151273.974828198,1926311.849469842,41.953687266,-87.719297882,"(41.95368726563273, -87.71929788151473)",November,2015,47
CICERO AND HARRISON,2023.0,4800 W HARRISON STREET,2023-09-07,5,1144451.867388303,1896949.561959463,41.873245464,-87.745117179,"(41.873245464379586, -87.7451171788807)",September,2023,36
COTTAGE GROVE AND 95TH,2602.0,9500 S COTTAGE GROVE,2014-09-25,5,1183531.307692447,1842122.302108743,41.721970465,-87.60334804,"(41.72197046522736, -87.60334804007711)",September,2014,39
WESTERN AND TOUHY,1252.0,7200 N WESTERN AVENUE,2020-01-28,1,1158975.66256211,1947754.286963361,42.012371335,-87.690393917,"(42.012371334791766, -87.69039391737863)",January,2020,5
87TH AND VINCENNES,2413.0,848 W 87TH STREET,2019-07-05,9,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)",July,2019,27
WESTERN AND NORTH,1851.0,1600 N WESTERN AVE,2020-02-21,1,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)",February,2020,8
MICHIGAN AND JACKSON,3043.0,100 E JACKSON BLVD,2018-05-02,7,1177358.427851268,1899073.064228489,41.878390124,-87.624237311,"(41.87839012377354, -87.62423731128155)",May,2018,18
ASHLAND AND DIVISION,1791.0,1200 N ASHLAND AVENUE,2019-07-14,22,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)",July,2019,28
PULASKI AND DIVISION,1802.0,1200 N PULASKI ROAD,2016-03-31,3,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",March,2016,13
PULASKI AND FOSTER,1104.0,4000 W FOSTER AVE,2023-05-16,3,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)",May,2023,20
ROOSEVELT AND HALSTED,2233.0,800 W ROOSEVELT ROAD,2021-03-23,9,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)",March,2021,12
111TH AND HALSTED,2424.0,800 W 111TH ST,2021-02-12,4,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)",February,2021,6
AUSTIN AND IRVING PARK,1163.0,6000 W IRVING PARK ROAD,2022-10-16,4,1135622.402636023,1926014.192063646,41.953163772,-87.776842593,"(41.95316377185154, -87.77684259284736)",October,2022,41
ASHLAND AND LAWRENCE,1142.0,4800 N ASHLAND AVENUE,2016-03-28,7,1164751.686785145,1932001.206626392,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)",March,2016,13
RIDGE AND CLARK,1052.0,5930 N CLARK STREET,2015-06-29,3,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)",June,2015,27
DAMEN AND 63RD,2701.0,6300 S DAMEN AVENUE,2018-02-22,4,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",February,2018,8
DAMEN AND FULLERTON,1663.0,2000 W FULLERTON AVE,2021-11-11,15,1162596.935552891,1915990.579747891,41.925134944,-87.677963546,"(41.92513494374925, -87.67796354553815)",November,2021,45
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,2017-09-15,1,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)",September,2017,37
SACRAMENTO AND CHICAGO,1812.0,800 N SACRAMENTO AVEN,2014-11-04,7,1156039.008141929,1905193.084100581,41.895640714,-87.702352328,"(41.89564071387542, -87.70235232767416)",November,2014,45
CALIFORNIA AND DIVERSEY,1514.0,2800 W DIVERSEY,2018-07-03,22,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)",July,2018,27
71ST AND ASHLAND,2394.0,1600 W 71ST,2016-09-12,6,1166890.012333149,1857674.2502247,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)",September,2016,37
STONEY ISLAND AND 79TH,2461.0,7900 S SOUTH CHICAGO AVE,2023-09-08,3,1188274.655498937,1852865.685797892,41.751339705,-87.585632266,"(41.751339704589455, -87.58563226565187)",September,2023,36
SHERIDAN AND FOSTER,1134.0,1000 W FOSTER AVE,2023-05-06,3,1168689.247756979,1934758.578141654,41.976505116,-87.655031882,"(41.97650511595711, -87.65503188224778)",May,2023,18
JEFFERY AND 95TH,2522.0,9500 S JEFFERY AVE,2022-03-22,4,1191132.420601301,1842335.735988875,41.722375907,-87.575499903,"(41.72237590704101, -87.57549990332795)",March,2022,12
HAMLIN AND MADISON,1901.0,0 N HAMLIN BOULEVARD,2020-01-07,2,1151027.146814811,1899763.661077263,41.880841477,-87.720902185,"(41.88084147694413, -87.72090218457842)",January,2020,2
CHICAGO AND CLARK,1964.0,100 W CHICAGO AVENUE,2022-01-10,7,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)",January,2022,2
87TH AND VINCENNES,2412.0,8700 S VINCENNES,2019-08-20,4,1172026.328989535,1847142.496643776,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)",August,2019,34
63RD AND STATE,2712.0,6300 S STATE ST,2020-01-04,2,1177303.801895084,1863220.216755923,41.780008277,-87.625522512,"(41.78000827740796, -87.6255225119157)",January,2020,1
CICERO AND DIVERSEY,1691.0,2800 N CICERO AVENUE,2021-07-01,11,1143863.647574835,1918202.018463414,41.931575608,-87.746743301,"(41.93157560844622, -87.74674330113561)",July,2021,26
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,2022-10-29,4,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)",October,2022,43
119TH AND HALSTED,2404.0,800 W 119TH STREET,2022-05-30,4,1173111.174088158,1825985.001014405,41.677923389,-87.641989646,"(41.677923389134385, -87.64198964584013)",May,2022,22
MADISON AND WESTERN,1934.0,2400 W MADISON,2015-02-20,2,1160384.621277157,1899988.655722373,41.881270504,-87.68653594,"(41.88127050428818, -87.68653594017124)",February,2015,8
79TH AND KEDZIE,2443.0,3200 W 79TH ST,2016-11-17,5,1156402.644780165,1852104.649370984,41.749952001,-87.702448478,"(41.74995200142266, -87.70244847808695)",November,2016,46
ASHLAND AND DIVISION,1791.0,1200 N ASHLAND AVENUE,2021-08-08,5,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)",August,2021,31
75TH AND STATE,2624.0,1 E 75TH STREET,2019-01-06,17,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)",January,2019,1
AUSTIN AND IRVING PARK,1161.0,4000 N AUSTIN AVENUE,2016-11-20,5,1135599.956110927,1926006.862619986,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)",November,2016,46
PULASKI AND PETERSON,1262.0,6000 N PULASKI ROAD,2016-07-19,2,1148598.016685695,1939584.645960177,41.990160923,-87.728790748,"(41.99016092280557, -87.72879074759867)",July,2016,29
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,2020-03-20,4,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)",March,2020,12
PULASKI AND 79TH,2494.0,4000 W 79TH STREET,2022-06-10,4,1151074.116357501,1851966.830243835,41.749679359,-87.721978345,"(41.74967935883473, -87.72197834524168)",June,2022,23
CALIFORNIA AND DIVERSEY,1513.0,2800 W DIVERSEY,2021-09-14,2,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)",September,2021,37
LASALLE AND KINZIE,1923.0,140 W KINZIE,2016-02-21,4,1175048.09765242,1903028.894760294,41.889297219,-87.632601648,"(41.88929721947309, -87.63260164817305)",February,2016,7
DAMEN AND ELSTON,3072.0,2426 N DAMEN AVE,2022-07-30,4,1162561.16172213,1916207.783017816,41.925731714,-87.678088896,"(41.925731713685686, -87.67808889622799)",July,2022,30
PULASKI AND CHICAGO,1982.0,800 N PULASKI ROAD,2017-12-25,2,1149538.444844035,1905079.034990625,41.895456457,-87.726230541,"(41.895456456825386, -87.72623054051289)",December,2017,52
PULASKI AND BELMONT,1383.0,4000 W BELMONT AVE,2015-06-03,2,1149131.866894851,1921018.50498026,41.93920375,-87.727310134,"(41.93920374986553, -87.72731013414392)",June,2015,23
99TH AND HALSTED,2433.0,800 W 99TH ST,2015-04-17,16,1172710.642565684,1839246.330602143,41.714323337,-87.643066714,"(41.71432333701137, -87.64306671421937)",April,2015,16
111TH AND HALSTED,2422.0,11100 S HALSTED ST,2022-11-15,9,1172923.657689312,1831209.044179248,41.692263123,-87.642522688,"(41.692263123425136, -87.6425226876268)",November,2022,46
HALSTED AND 95TH,2581.0,9500 S HALSTED STREET,2014-10-23,2,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)",October,2014,43
PULASKI AND BELMONT,1383.0,4000 W BELMONT AVE,2019-09-08,3,1149131.866894851,1921018.50498026,41.93920375,-87.727310134,"(41.93920374986553, -87.72731013414392)",September,2019,36
ELSTON AND LAWRENCE,1284.0,4440 W LAWRENCE AVENUE,2019-08-30,6,1145715.061027481,1931571.0474838,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)",August,2019,35
LARAMIE AND FULLERTON,1421.0,2400 N LARAMIE AVENUE,2016-07-14,1,1141282.877477884,1915479.163971956,41.924151874,-87.756294662,"(41.92415187425276, -87.75629466175003)",July,2016,28
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,2019-07-25,6,1149561.855939692,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)",July,2019,30
HAMLIN AND MADISON,1903.0,3800 W MADISON STREET,2016-04-21,4,1151032.709141294,1899784.033986533,41.880897273,-87.720881226,"(41.880897273491264, -87.72088122613924)",April,2016,16
